transaction_id,account_id,transaction_date,transaction_type,amount,balance_after,description,merchant_name,merchant_category,location,reference_number,is_fraudulent
T     12069,A00000521,2024-12-30 21:18:23.038529,Fee,-620.56,26127.8,Fund agent dark artist present.,,,New Brent,REF103274,False
T     12070,A00000971,2024-11-24 09:40:23.124904,Interest,2772.85,8538.35,Start throw part between indeed center however.,,,Port Jeffreyberg,REF149161,False
T     12071,A00000485,2025-02-25 09:39:18.810363,Payment,-257.92,42900.99,Style space allow agreement like.,Matthews and Sons,Gas,,REF958663,False
T     12072,A00000841,2024-09-12 20:13:14.640897,Deposit,1813.22,26242.47,Majority key whether him.,,,New Tommy,REF887204,False
T     12073,A00000103,2025-01-15 21:00:41.339611,Withdrawal,-1618.55,27234.05,Get under daughter ok science.,,,Brookeshire,REF607833,False
T     12074,A00000061,2025-01-20 04:14:16.622138,Fee,-1567.94,34599.89,Still thousand lead hot leg.,,,Port Shawnburgh,REF436737,False
T     12075,A00000295,2025-03-30 10:02:14.941409,Payment,-1738.27,21818.81,End huge technology cause agree.,Rodgers-Hoover,Healthcare,East Heatherfort,REF254670,False
T     12076,A00000902,2024-10-14 19:02:55.024739,Deposit,2762.1,15286.39,Power oil kind million word effort share.,,,Stevenberg,REF712407,False
T     12077,A00000822,2025-07-30 04:25:44.435553,Payment,-1728.4,22347.61,They believe last good picture.,Acosta PLC,Grocery,Colemanmouth,REF295547,False
T     12078,A00000005,2025-02-27 10:24:33.518980,Fee,-1951.73,16622.41,Animal return participant become itself everything.,,,Sanchezborough,REF167073,False
T     12079,A00000170,2025-04-07 08:28:20.000625,Interest,3492.83,23836.64,Trial newspaper rock firm need.,,,New Kenneth,REF836889,False
T     12080,A00000623,2025-05-16 13:58:01.795433,Deposit,1670.37,4153.19,Agree themselves political see minute.,,,,REF549080,False
T     12081,A00000798,2025-04-20 16:26:48.247869,Deposit,4021.74,25698.43,Employee last pull less analysis order.,,,Stephenhaven,REF245255,False
T     12082,A00000059,2024-10-31 16:53:34.894626,Payment,-1169.18,47974.38,Now drop just as.,Williams LLC,Retail,Port Lisamouth,REF902989,False
T     12083,A00000841,2025-04-18 01:51:11.181454,Transfer,3004.37,26242.47,Three various agent company couple among.,,,,REF219596,False
T     12084,A00000468,2024-09-02 07:11:16.678613,Deposit,3832.16,19963.46,Many worker commercial over range machine religious.,,,West Carrieton,REF046481,False
T     12085,A00000926,2024-08-14 23:39:45.947205,Fee,-422.58,3533.79,Present another near start unit to fly race.,,,Murraymouth,REF673984,False
T     12086,A00000671,2025-07-22 10:36:45.249871,Payment,-1470.79,39272.91,Community statement through.,Cox Inc,Gas,,REF908541,False
T     12087,A00000416,2024-10-16 10:19:50.048971,Transfer,2650.59,78.36,Want describe body building successful fill successful stand.,,,,REF504440,False
T     12088,A00000923,2025-02-02 02:37:50.037989,Payment,-1892.83,40637.76,Wait start along still key threat.,"Hernandez, Sandoval and Bass",Gas,East Justin,REF084423,False
T     12089,A00000189,2024-09-02 21:31:31.939683,Interest,2417.2,14512.65,Herself difficult investment major how local.,,,North Mario,REF030897,False
T     12090,A00000265,2025-04-14 18:13:00.241784,Fee,-1854.42,19131.36,City sure meet myself huge big model.,,,North Alexandermouth,REF513608,False
T     12091,A00000442,2024-10-28 15:50:56.815483,Interest,745.12,25632.56,Attorney air agree radio skill.,,,New Michaelfort,REF507041,False
T     12092,A00000841,2024-11-15 11:24:25.387792,Interest,1048.68,26242.47,Minute Mr manage phone.,,,Beanview,REF865663,False
T     12093,A00000160,2024-10-14 04:53:13.145751,Transfer,-2190.94,14377.64,Name safe appear pass help.,,,,REF488983,False
T     12094,A00000916,2024-12-21 11:45:25.052623,Fee,-1433.33,14440.02,Air impact yes fall.,,,West Kathleen,REF125962,False
T     12095,A00000850,2025-07-14 09:49:59.948877,Payment,-1609.89,7450.75,These environment level high.,"Smith, Ortiz and Walker",Gas,Lake Colleen,REF304985,False
T     12096,A00000147,2024-09-12 11:23:54.907130,Deposit,554.46,27121.41,Week American while eat.,,,Wrighttown,REF537281,False
T     12097,A00000617,2024-11-17 20:38:26.401945,Deposit,4013.81,8609.59,Military set first whether.,,,Mauriceview,REF416802,False
T     12098,A00000790,2025-01-09 20:50:50.151042,Transfer,4585.5,11983.89,Piece become across add information.,,,,REF555111,False
T     12099,A00000992,2025-07-23 07:55:06.984861,Withdrawal,-31.88,9421.73,After direction author.,,,North Joseph,REF661076,False
T     12100,A00000153,2024-12-17 03:35:33.040736,Withdrawal,-609.13,23950.98,Culture good certainly education report dream.,,,,REF816030,False
T     12101,A00000026,2024-10-31 20:09:22.561512,Interest,4582.44,42873.84,Water sport site example whom seem.,,,Lauraview,REF271463,False
T     12102,A00000783,2025-07-07 08:13:39.374350,Withdrawal,-820.29,2776.11,Event back feel data management kitchen player.,,,,REF153568,False
T     12103,A00000151,2024-08-31 10:09:34.489398,Fee,-261.43,5433.17,Morning never window line partner chair.,,,Donnachester,REF070950,False
T     12104,A00000406,2025-05-19 22:17:57.796376,Payment,-1851.42,794.83,Join leg investment wife.,Johnson LLC,Grocery,Rileyfort,REF685546,False
T     12105,A00000564,2025-08-01 14:30:36.499084,Deposit,1924.86,23006.46,Industry computer born security open billion.,,,Lake Andreaton,REF259145,False
T     12106,A00000804,2024-08-09 13:48:38.902874,Interest,148.38,19645.93,Forget serious enter trial represent outside suggest.,,,Alexanderberg,REF797865,False
T     12107,A00000224,2025-02-24 20:03:26.374128,Payment,-29.43,31221.95,Become such accept Congress clear.,Hill LLC,Gas,,REF366400,False
T     12108,A00000321,2024-10-01 00:53:21.184475,Withdrawal,-230.81,42585.71,Bring notice computer.,,,North Pamelafort,REF800481,False
T     12109,A00000361,2025-03-15 11:00:48.395806,Fee,-376.54,6086.31,Gas try part president.,,,Matthewhaven,REF502235,False
T     12110,A00000847,2024-12-16 19:27:15.809282,Transfer,-5318.43,22188.29,Rule which successful individual else.,,,Debramouth,REF323405,False
T     12111,A00000281,2024-08-29 02:13:50.059264,Payment,-40.35,41988.72,Science pattern response deal.,Howard Ltd,Grocery,North David,REF649840,False
T     12112,A00000566,2024-09-20 18:13:06.000960,Withdrawal,-1271.44,12674.63,Meeting fish attention evening health discuss beautiful.,,,,REF230083,False
T     12113,A00000279,2025-02-25 22:27:18.618836,Deposit,2939.28,4433.3,Career true another issue take sit rather.,,,,REF329763,False
T     12114,A00000118,2025-04-10 15:21:22.712640,Transfer,-2423.35,8348.4,His brother effect.,,,,REF158590,False
T     12115,A00000070,2025-07-08 20:15:47.534430,Withdrawal,-1599.35,1022.97,Institution big statement camera page sense.,,,,REF006930,False
T     12116,A00000310,2025-07-16 11:31:57.490851,Fee,-1522.0,-108.22,If begin likely people amount trouble my compare.,,,Coryside,REF459309,False
T     12117,A00000516,2025-04-25 23:05:29.188125,Payment,-1178.77,31697.87,Place seek another rock top center south.,"Watson, Durham and Lambert",Healthcare,Tylerborough,REF009450,False
T     12118,A00000444,2024-11-06 17:25:28.911345,Withdrawal,-586.67,14763.52,Per experience husband couple idea shake.,,,Robertsborough,REF100937,False
T     12119,A00000691,2025-03-15 12:20:03.659763,Fee,-1961.16,39239.97,Lay interesting seem.,,,Port Noah,REF960101,False
T     12120,A00000950,2024-11-12 20:07:43.691088,Interest,790.07,4065.48,Capital cold box meeting growth.,,,Julieburgh,REF707594,False
T     12121,A00000070,2025-01-08 23:14:37.398772,Interest,4465.61,1022.97,Current director one nation yes.,,,South Gregoryside,REF701236,False
T     12122,A00000379,2024-11-06 07:21:27.115420,Fee,-69.34,20142.75,Arm notice say.,,,East Kendrabury,REF936554,False
T     12123,A00000393,2025-07-23 13:37:41.830383,Interest,707.93,46998.28,City manage fear else federal organization.,,,Andreaburgh,REF435279,False
T     12124,A00000256,2025-06-07 17:21:01.202820,Payment,-1964.61,28390.59,Color ground whole edge.,"Cisneros, Douglas and Galvan",Retail,Josehaven,REF913287,False
T     12125,A00000140,2025-07-07 09:25:31.401009,Fee,-354.83,9039.5,Adult attack civil class change.,,,Wayneside,REF514834,False
T     12126,A00000960,2024-12-17 17:41:00.904744,Fee,-1761.34,36219.02,Food ball positive develop wife.,,,,REF682695,False
T     12127,A00000925,2025-07-19 07:46:26.522067,Interest,4415.27,15776.18,Real per position deep man likely.,,,Lake Brian,REF373495,False
T     12128,A00000385,2025-03-13 02:31:01.626163,Payment,-309.07,29374.92,Sometimes manager growth writer network.,Nelson Inc,Grocery,Garychester,REF872227,False
T     12129,A00000610,2025-01-03 03:11:59.892751,Deposit,990.05,44944.94,While situation summer professional serve.,,,Jonathanberg,REF923427,False
T     12130,A00000988,2024-09-22 13:46:37.200138,Fee,-1131.29,38549.01,Factor structure forget kid bring.,,,,REF217045,False
T     12131,A00000898,2024-11-23 04:44:48.060332,Deposit,929.69,7909.77,Get decade recent or anything support.,,,Hartmanville,REF251628,True
T     12132,A00000461,2025-05-04 16:39:12.903377,Fee,-882.13,46547.53,Must develop single policy.,,,Ricefurt,REF894327,False
T     12133,A00000648,2025-04-07 12:19:31.422041,Transfer,-8853.3,11694.17,Focus almost hear technology four yes try.,,,Irwinside,REF815311,False
T     12134,A00000254,2025-02-20 02:55:47.974236,Interest,1019.24,49056.61,Day call character somebody size respond father town.,,,New Melissa,REF212747,False
T     12135,A00000797,2024-10-18 13:11:20.061320,Fee,-242.87,4846.46,Process too media system successful education least.,,,,REF179004,False
T     12136,A00000797,2024-09-01 01:12:33.872600,Withdrawal,-188.18,4846.46,Example age society friend son travel wonder.,,,Lucastown,REF867618,False
T     12137,A00000136,2024-08-20 21:13:18.417676,Transfer,-4148.25,33178.12,Day analysis safe whose.,,,Kentview,REF428830,False
T     12138,A00000567,2025-08-05 11:37:55.900767,Withdrawal,-228.93,28472.79,Explain involve media cultural perform anyone per.,,,East John,REF715570,False
T     12139,A00000767,2025-05-26 08:23:19.719476,Withdrawal,-560.71,46906.24,Medical director area cultural make.,,,North Douglas,REF478123,False
T     12140,A00000333,2025-05-12 12:43:06.140924,Fee,-1055.24,23999.54,Middle Congress cost size write tend policy.,,,,REF095717,False
T     12141,A00000463,2024-11-26 11:53:23.351133,Withdrawal,-1052.09,23910.6,Bit who that rule else.,,,,REF089915,False
T     12142,A00000308,2025-08-07 21:01:17.736244,Payment,-1869.44,11303.43,Question drop future treat remember.,"Wallace, Gray and Olsen",Healthcare,Kempside,REF598918,False
T     12143,A00000617,2025-02-22 14:19:39.614916,Payment,-989.1,8609.59,Image strategy perform rate sure data after.,Smith-Higgins,Gas,,REF374433,False
T     12144,A00000085,2025-03-28 07:38:28.482473,Withdrawal,-27.18,42283.9,Organization knowledge begin.,,,,REF784974,False
T     12145,A00000871,2024-12-12 02:33:02.580418,Payment,-844.49,34446.8,Area identify care career outside.,"Hernandez, Klein and Dickson",Utilities,Joseview,REF372009,False
T     12146,A00000668,2025-03-11 04:25:10.093450,Deposit,873.68,8972.04,Property home us since walk.,,,,REF839656,False
T     12147,A00000353,2024-12-08 04:08:36.564534,Fee,-1198.89,24739.4,Couple show mouth face give follow southern.,,,,REF591801,False
T     12148,A00000881,2025-07-05 17:01:54.765593,Withdrawal,-1244.34,18167.61,Enter record here opportunity.,,,,REF991097,False
T     12149,A00000442,2024-10-13 10:44:15.416084,Interest,3703.35,25632.56,Fund play name skin say her part.,,,Christopherport,REF034894,False
T     12150,A00000552,2025-07-14 21:43:03.386252,Payment,-1686.03,22755.08,Institution bill her since morning.,Cline Ltd,Restaurant,Crystalfurt,REF908463,False
T     12151,A00000517,2024-09-19 20:47:21.847600,Payment,-828.75,49005.31,Speech discover because.,Williams-Miranda,Healthcare,Gillespietown,REF914006,False
T     12152,A00000068,2024-09-26 00:02:54.777730,Fee,-193.81,48290.81,Election act buy hair top.,,,,REF410755,False
T     12153,A00000796,2024-10-26 10:08:06.378654,Withdrawal,-768.68,28395.59,Natural wife why.,,,New Marcusstad,REF196827,False
T     12154,A00000616,2025-04-23 05:49:57.000907,Interest,1143.4,33867.58,Lose growth maybe like early.,,,Knappmouth,REF535728,False
T     12155,A00000605,2025-04-06 13:45:28.292986,Interest,4320.37,48882.32,Step land young need road quite own.,,,Vaughanberg,REF636144,False
T     12156,A00000487,2025-03-08 11:28:01.657817,Payment,-905.64,18092.97,Suddenly style people myself middle reason his.,"Knight, Stein and Kirk",Restaurant,,REF083422,False
T     12157,A00000635,2024-10-19 15:10:14.458522,Interest,4877.25,42671.12,Rather eight night they spend dark.,,,,REF883869,False
T     12158,A00000784,2025-01-02 04:24:38.322096,Interest,1958.75,44376.7,Carry improve reach message.,,,,REF620418,False
T     12159,A00000812,2024-12-30 22:38:01.862183,Withdrawal,-44.18,24955.14,Development why wrong concern.,,,East Cody,REF526582,False
T     12160,A00000228,2024-12-11 01:13:44.277788,Transfer,-2307.78,33205.12,Central picture old build reveal hope.,,,Gibsonfurt,REF432776,False
T     12161,A00000937,2024-12-27 16:04:28.609529,Fee,-167.65,22509.29,Receive finish son until lead true three.,,,Andrewmouth,REF615028,False
T     12162,A00000481,2024-11-18 04:43:29.512699,Interest,4322.69,45033.43,They again beyond these value.,,,West Katieville,REF750151,False
T     12163,A00000501,2024-12-15 04:31:02.655385,Withdrawal,-1398.82,43619.16,Economy deal prove fish never win.,,,,REF716772,False
T     12164,A00000897,2025-07-12 19:33:01.480237,Fee,-1473.23,43050.4,Certainly firm quickly box.,,,Melissaton,REF273619,False
T     12165,A00000505,2025-03-28 22:44:56.538477,Payment,-1684.7,5393.2,Control page view produce.,Lopez and Sons,Utilities,Sabrinabury,REF857094,False
T     12166,A00000509,2025-01-25 02:40:01.259784,Payment,-1018.28,12411.1,Coach evidence senior air.,"Hart, Carroll and Stevens",Utilities,Lake Deborah,REF637223,False
T     12167,A00000467,2024-11-14 07:29:05.882280,Interest,1750.63,21698.87,Wind suffer yes include democratic.,,,Henrytown,REF740031,False
T     12168,A00000834,2024-08-22 04:04:34.265043,Fee,-1774.03,41095.77,Modern watch born herself dark himself view.,,,,REF903560,False
T     12169,A00000931,2024-12-19 02:40:42.378277,Deposit,938.13,30872.26,Various many war idea that scientist.,,,Lake Anthony,REF726722,False
T     12170,A00000131,2025-07-22 20:59:00.784782,Fee,-1537.33,20438.95,Door under pick friend surface.,,,Cisnerosberg,REF542797,False
T     12171,A00000045,2025-06-05 00:15:04.039986,Withdrawal,-150.56,49287.86,Including social discover better together hot like.,,,New Jeremiahchester,REF265812,False
T     12172,A00000418,2024-10-05 01:31:51.567663,Deposit,3698.02,25524.25,Sound author describe present nature heavy environment dream.,,,Sharonhaven,REF910011,False
T     12173,A00000667,2024-11-17 20:19:10.121755,Fee,-925.77,28593.89,Religious local keep vote will.,,,West Ann,REF820216,False
T     12174,A00000553,2024-09-13 00:30:44.772600,Transfer,-5427.38,1243.01,Song often pay husband.,,,Valenzuelaburgh,REF616799,False
T     12175,A00000902,2024-08-25 17:25:10.794226,Interest,1288.28,15286.39,Describe opportunity feeling environmental need fire of.,,,Mcguirebury,REF922988,False
T     12176,A00000640,2025-06-02 06:53:32.929127,Transfer,3166.14,12529.34,Explain according measure.,,,Simmonsborough,REF271938,False
T     12177,A00000325,2025-01-17 14:02:01.322876,Payment,-1021.6,23793.12,Will partner yeah TV treatment student there every.,"Cobb, Gutierrez and Smith",Restaurant,Meganhaven,REF416746,False
T     12178,A00000689,2025-04-12 14:47:00.730517,Fee,-1162.21,29467.9,Course hour maybe stand by end improve.,,,South Saraview,REF578357,False
T     12179,A00000747,2025-04-06 16:39:27.240042,Payment,-1024.43,41230.64,Worry including former among then read.,Lin LLC,Gas,,REF723820,False
T     12180,A00000544,2024-09-28 18:25:00.219353,Interest,2523.16,46622.35,Price nothing make one.,,,North Phillip,REF288743,False
T     12181,A00000791,2025-04-22 00:07:53.186965,Withdrawal,-1331.27,24326.68,Four give up while.,,,Lake Johnton,REF351383,False
T     12182,A00000509,2024-12-30 15:51:03.243065,Deposit,3670.44,12411.1,Impact service light.,,,Robertsport,REF116702,True
T     12183,A00000444,2025-05-23 17:49:18.428501,Payment,-818.76,14763.52,Quality only thus specific everything wind appear.,Levine and Sons,Retail,,REF056387,False
T     12184,A00000791,2025-07-17 19:56:40.663814,Fee,-830.59,24326.68,Finally century popular.,,,Jacksonchester,REF719371,False
T     12185,A00000979,2024-11-22 13:07:08.509621,Withdrawal,-731.34,455.17,To fine boy huge.,,,,REF662564,False
T     12186,A00000502,2024-10-15 22:07:48.014485,Transfer,4082.9,7910.57,Politics Congress money suddenly.,,,Racheltown,REF650720,False
T     12187,A00000864,2024-12-07 02:36:05.675052,Fee,-1774.67,10436.9,Likely space owner fast task approach defense.,,,North Adammouth,REF123678,False
T     12188,A00000692,2024-09-28 18:05:07.112854,Fee,-1817.09,1962.75,Sit air short bank help go.,,,Stevenville,REF286067,False
T     12189,A00000483,2025-01-19 08:13:17.177715,Withdrawal,-301.53,41838.06,Tax choice summer if early laugh run.,,,North Richardtown,REF203888,False
T     12190,A00000238,2025-03-01 02:54:17.483933,Transfer,8245.82,12631.45,Say event kid.,,,,REF428408,False
T     12191,A00000703,2025-08-01 10:02:28.422830,Fee,-186.96,35352.62,Above already time contain moment might.,,,Wilsonfort,REF243422,False
T     12192,A00000099,2025-05-16 07:26:47.296675,Withdrawal,-618.53,2274.47,Make task civil spring father.,,,Pearsonburgh,REF341412,False
T     12193,A00000098,2025-05-27 19:07:47.849936,Transfer,-7117.2,2738.83,Responsibility west consumer activity reveal.,,,South Markmouth,REF061335,False
T     12194,A00000187,2025-02-22 14:02:50.249048,Interest,1467.99,18214.25,Decision pretty six identify bring away common.,,,West Meagan,REF476391,False
T     12195,A00000490,2024-12-08 16:00:51.336566,Fee,-128.14,33260.4,Within road get husband new.,,,North Jessetown,REF323747,False
T     12196,A00000086,2025-01-04 18:06:39.408795,Transfer,6090.66,40576.36,Human fall me we responsibility.,,,Zacharybury,REF761541,False
T     12197,A00000295,2025-05-05 03:56:29.723650,Interest,4061.71,21818.81,Find often part within.,,,Thorntonville,REF913573,False
T     12198,A00000628,2024-12-23 21:29:27.599693,Deposit,2237.17,12094.91,Understand security think out million loss.,,,,REF637090,False
T     12199,A00000604,2024-12-12 13:20:34.017869,Withdrawal,-1960.53,33858.89,Nation factor human white magazine.,,,,REF384196,False
T     12200,A00000362,2025-07-09 04:40:12.855335,Fee,-1618.37,1435.31,Democratic again court change responsibility.,,,Lake Ginashire,REF970680,False
T     12201,A00000922,2025-06-10 16:48:54.777112,Transfer,-619.06,5415.02,You team quickly space magazine article prepare know.,,,Cunninghamshire,REF476717,False
T     12202,A00000525,2025-03-30 14:06:22.043818,Deposit,669.02,18547.38,Mr city often could result.,,,,REF986340,False
T     12203,A00000838,2025-02-02 06:30:49.247443,Withdrawal,-1973.81,47496.36,Pass inside special.,,,West Jessica,REF635899,False
T     12204,A00000574,2025-06-24 09:09:22.411059,Fee,-165.38,47921.97,Chair before buy soon gun nothing risk.,,,,REF274907,False
T     12205,A00000172,2025-05-22 03:49:32.151019,Withdrawal,-1679.18,45772.82,Father million how evening community.,,,,REF399446,False
T     12206,A00000488,2025-01-03 20:26:54.232533,Interest,4734.33,4794.28,Discuss attorney sign serious difficult.,,,South Jacobborough,REF213313,False
T     12207,A00000381,2024-11-02 00:21:43.247199,Fee,-158.77,31743.58,Forget dream your police let.,,,Michaelview,REF850118,False
T     12208,A00000307,2025-04-25 02:44:27.674689,Deposit,3660.18,850.41,Sometimes set miss show.,,,,REF747736,False
T     12209,A00000011,2025-05-29 09:08:06.425306,Interest,4209.18,45508.18,Carry light production look significant nature.,,,South Annamouth,REF785657,False
T     12210,A00000860,2025-03-22 06:33:09.359486,Interest,4290.26,37482.56,Through own friend.,,,New Crystal,REF028609,False
T     12211,A00000205,2024-10-21 15:26:35.372561,Payment,-1059.46,36564.55,Would something skill show official.,"Wilson, Rhodes and Spencer",Retail,East Mark,REF520455,False
T     12212,A00000184,2024-10-30 02:45:06.473679,Interest,383.38,35311.88,Space speak carry than five experience list discover.,,,West Deborah,REF431116,False
T     12213,A00000722,2025-01-07 07:54:37.454115,Withdrawal,-541.05,45297.82,Between some hour yourself strong detail each.,,,Sharonbury,REF117202,False
T     12214,A00000268,2025-04-05 19:40:52.015381,Interest,3089.9,10513.34,Song officer wait somebody approach.,,,Lake Edward,REF015864,False
T     12215,A00000524,2024-08-24 15:26:40.214840,Deposit,2454.88,6305.18,Out at little.,,,Taylormouth,REF800986,False
T     12216,A00000012,2024-10-29 12:27:16.414648,Transfer,-523.52,35249.78,Member for Mrs.,,,Turnerberg,REF924065,False
T     12217,A00000661,2025-07-07 23:08:38.616428,Deposit,43.41,46026.68,Outside trip parent tonight off everybody sound feel.,,,Fullerport,REF387090,False
T     12218,A00000584,2024-10-21 16:01:42.615319,Interest,4349.79,33042.68,Choose right left sometimes want available occur team.,,,North Matthewside,REF035072,False
T     12219,A00000523,2025-06-01 20:39:16.700806,Payment,-1794.2,7810.6,Machine there student middle.,Levine-Briggs,Retail,South Darrellfurt,REF694086,False
T     12220,A00000923,2025-05-24 17:46:14.516253,Interest,3149.98,40637.76,Nation no training half.,,,Taylorfurt,REF122702,False
T     12221,A00000034,2025-07-04 22:17:25.452605,Deposit,1232.22,14141.63,To director police.,,,North Thomaston,REF481210,False
T     12222,A00000056,2025-06-14 14:32:30.191647,Withdrawal,-951.0,14899.96,Project create nice from peace fill.,,,Ramosstad,REF060490,False
T     12223,A00000286,2025-03-06 09:07:06.964320,Transfer,5756.56,46060.4,Or beyond view.,,,,REF428925,False
T     12224,A00000435,2024-10-10 19:34:13.783364,Withdrawal,-929.03,7807.66,Coach number fear threat war husband.,,,Lake Robinmouth,REF712934,False
T     12225,A00000099,2025-06-04 13:57:29.418169,Interest,4647.97,2274.47,Cost course win live difficult.,,,Hernandezburgh,REF079067,False
T     12226,A00000914,2025-04-03 21:24:35.355662,Fee,-509.67,24787.39,Small theory push happy discover better.,,,Johnsonview,REF819553,False
T     12227,A00000484,2025-02-14 03:38:40.905336,Payment,-763.09,48944.24,Arm picture away plant according.,"Garcia, Hickman and Holland",Healthcare,,REF252352,False
T     12228,A00000927,2024-11-03 13:10:55.891001,Withdrawal,-1248.93,33975.12,We space whether draw quality.,,,Davisville,REF649107,False
T     12229,A00000831,2025-07-04 11:32:35.356998,Interest,4954.3,36091.64,Human cover skill shoulder short.,,,East Jasonmouth,REF580279,False
T     12230,A00000166,2025-06-17 22:10:26.424230,Interest,291.91,2988.84,Close number like claim begin word tree.,,,Lake Kristinaburgh,REF200831,False
T     12231,A00000746,2024-11-13 14:20:13.156860,Payment,-107.92,33732.51,Treat any less help fire throughout.,Nguyen Ltd,Gas,East Zachary,REF177501,False
T     12232,A00000735,2025-06-09 04:59:02.727612,Interest,1404.45,42598.82,Tv bill stop word.,,,West Tina,REF892712,False
T     12233,A00000877,2025-05-11 18:42:30.135552,Payment,-1726.8,45521.3,During serve car along give professional.,Walter-Wright,Utilities,,REF027164,False
T     12234,A00000387,2025-04-28 03:24:18.463280,Transfer,4813.62,24306.11,Ready hair worry reach save.,,,East Kevin,REF149111,False
T     12235,A00000820,2025-06-05 02:10:31.472177,Transfer,-875.56,27413.36,Third nearly news item by back.,,,,REF349684,False
T     12236,A00000266,2024-09-17 08:18:20.209114,Payment,-895.18,16794.26,Avoid lot information soldier.,"Robinson, Gould and Brown",Utilities,Burkechester,REF364435,False
T     12237,A00000548,2024-08-15 12:24:06.978564,Fee,-416.77,49379.16,Door cost west.,,,New Williamton,REF806364,False
T     12238,A00000723,2025-04-01 00:29:56.777058,Withdrawal,-748.11,20249.53,Evidence far that present whatever international ago bar.,,,,REF526054,False
T     12239,A00000977,2024-09-30 07:48:16.426098,Deposit,1409.63,26351.82,Sport yet happen sign.,,,Lake Allison,REF085570,False
T     12240,A00000713,2025-02-04 13:00:59.807467,Fee,-1553.01,18938.22,Former body either market anything.,,,Garciaburgh,REF085685,False
T     12241,A00000044,2025-04-03 04:01:42.332744,Transfer,6221.47,20210.52,Police people cold young not.,,,North Andrew,REF173570,False
T     12242,A00000491,2025-01-19 17:37:00.116411,Transfer,-6405.03,22740.93,News they public story sound.,,,,REF772799,False
T     12243,A00000255,2025-04-13 18:46:12.108193,Interest,594.89,15012.47,Else weight accept put run prepare.,,,South Randystad,REF691365,False
T     12244,A00000962,2025-03-13 08:43:03.427639,Withdrawal,-1734.75,10826.28,Health perform house those when many.,,,,REF956063,False
T     12245,A00000674,2025-04-10 18:26:56.285871,Deposit,3683.06,16705.12,Rest work any expect.,,,Sandratown,REF793125,False
T     12246,A00000076,2025-01-16 14:25:11.238102,Deposit,1264.84,43886.87,Together message car image truth senior contain.,,,,REF946451,False
T     12247,A00000482,2025-03-06 07:12:48.857113,Withdrawal,-1968.85,20387.96,Behind produce eight and factor important.,,,,REF708176,False
T     12248,A00000171,2025-03-19 14:18:01.215818,Interest,3056.39,22925.13,Until give significant focus head candidate.,,,Wilcoxtown,REF689679,False
T     12249,A00000637,2024-09-26 03:33:01.566456,Payment,-1346.74,13141.65,Exactly upon still realize ability central your.,"Bell, Thomas and Baird",Utilities,North Adrianatown,REF103461,False
T     12250,A00000152,2025-06-23 00:29:47.177717,Payment,-459.04,4475.06,Billion course resource scene final head.,Sloan Group,Restaurant,,REF762945,False
T     12251,A00000809,2024-12-17 21:43:01.027721,Fee,-738.06,22838.19,Fight most or simply.,,,Adamview,REF618685,False
T     12252,A00000610,2024-11-14 13:50:21.707384,Deposit,1099.23,44944.94,Exactly statement word gas far stop pattern.,,,,REF664846,False
T     12253,A00000132,2025-06-28 16:23:36.631273,Deposit,2624.29,37595.97,If professor figure decision car specific degree.,,,,REF792474,False
T     12254,A00000652,2024-09-19 06:18:58.986280,Deposit,1656.61,18145.13,Certain small collection difference.,,,Port Erinmouth,REF072183,False
T     12255,A00000285,2025-06-10 10:27:13.439879,Withdrawal,-363.88,17389.44,Miss threat its garden.,,,Port Melodyburgh,REF340830,False
T     12256,A00000448,2025-03-11 18:00:13.369815,Interest,3732.28,21331.61,Military clearly hundred population.,,,Sloanside,REF524868,False
T     12257,A00000399,2025-01-04 07:28:08.667936,Transfer,5805.61,6661.94,Full boy million hand feel religious star.,,,South Jerryburgh,REF906737,False
T     12258,A00000793,2024-12-11 08:27:57.660617,Withdrawal,-1454.65,27608.35,Hard toward people bill.,,,,REF956364,False
T     12259,A00000494,2025-05-02 16:50:24.903807,Payment,-432.02,21506.69,Step trade television discussion away might interest.,"Donovan, Gallagher and Flores",Healthcare,South Stevenborough,REF870722,False
T     12260,A00000469,2025-01-29 07:07:21.190949,Withdrawal,-1436.58,30761.94,As perform some blue tonight ever.,,,Russellland,REF364833,False
T     12261,A00000060,2025-06-23 22:04:32.777581,Fee,-1437.26,22455.15,Have attention society.,,,,REF009205,False
T     12262,A00000030,2025-04-08 11:57:09.570487,Fee,-1769.65,25586.03,Ball like then stop score support.,,,Webbview,REF471186,False
T     12263,A00000771,2024-12-27 22:12:24.725909,Payment,-738.82,49304.34,Different Mr admit.,Rose-Miller,Gas,,REF773319,False
T     12264,A00000255,2025-05-11 17:13:55.315330,Fee,-923.63,15012.47,Song several finally church particularly attention.,,,Wellsshire,REF927905,False
T     12265,A00000738,2025-01-20 01:56:34.199549,Fee,-1751.26,17706.27,Enter with hit anything identify.,,,Port Williechester,REF617225,False
T     12266,A00000255,2025-01-25 17:05:12.201180,Withdrawal,-1375.58,15012.47,Professor stand no recent purpose commercial water.,,,,REF088136,False
T     12267,A00000173,2024-09-07 21:18:45.955556,Payment,-186.58,4781.03,Station strong wonder process analysis that.,Daniels-Reid,Healthcare,Jonesmouth,REF790990,False
T     12268,A00000859,2025-04-30 06:58:07.660302,Payment,-1826.91,45442.98,Focus crime recently we all.,"Lopez, Hernandez and Young",Grocery,,REF792287,False
